,year,source,target
642,1804,Eva Elizabeth Philips,Adam  Paul
644,1804,Heinrich  Hammer,Adam  Paulis
644,1804,Magdalena  Hammer,Adam  Paulis
474,1804,Friedrich  Pfaff,Adam  Schenberger
474,1804,Anna Margaret Pfaff,Adam  Schenberger
474,1804,Friedrich  Pfaff,Anna Margaret Pfaff
481,1804,Johannes  Gilbert,Anna Maria Gilbert
475,1804,Antony  Ament,Barbara  Ament
483,1804,Daniel  Clary,Barbara  Clary
484,1804,Philip  Jacob,Catharina  Jacob
645,1804,Peter  Liebengut,Catharina  Kleyn
645,1804,Sussana  Liebengut,Catharina  Kleyn
645,1804,Heinrich  Kleyn,Catharina  Kleyn
474,1804,Friedrich  Pfaff,Catharina  Schenberger
474,1804,Anna Margaret Pfaff,Catharina  Schenberger
474,1804,Adam  Schenberger,Catharina  Schenberger
480,1804,Michael  Dellinger,Eliesabetha  Dellinger
473,1804,George  Kuntz,Eliesabetha  Kuntz
473,1804,George  Kuntz,Eliesabetha  Lehmann
473,1804,Eliesabetha  Kuntz,Eliesabetha  Lehmann
640,1804,Heinrich  Lipphard,Eliesabetha  Lipphard
478,1804,Peter  Manges,Eliesabetha  Manges
640,1804,Heinrich  Lipphard,Eliesabetha  Oberdorff
640,1804,Eliesabetha  Lipphard,Eliesabetha  Oberdorff
640,1804,Georg  Oberdorff,Eliesabetha  Oberdorff
641,1804,Jacob  Imenhauser,Eliesabetha  Paul
642,1804,Johannes  Philips,Eliesabetha  Paul
641,1804,Magdalena  Imenhauser,Eliesabetha  Paul
642,1804,Eva Elizabeth Philips,Eliesabetha  Paul
641,1804,Adam  Paul,Eliesabetha  Paul
642,1804,Adam  Paul,Eliesabetha  Paul
644,1804,Heinrich  Hammer,Eliesabetha  Paulis
644,1804,Magdalena  Hammer,Eliesabetha  Paulis
644,1804,Adam  Paulis,Eliesabetha  Paulis
479,1804,Georg  Young,Eliesabetha  Young
642,1804,Johannes  Philips,Eva Elizabeth Philips
485,1804,Jacob  Neff,Georg  Oberdorff
640,1804,Heinrich  Lipphard,Georg  Oberdorff
485,1804,Regina  Neff,Georg  Oberdorff
640,1804,Eliesabetha  Lipphard,Georg  Oberdorff
645,1804,Peter  Liebengut,Heinrich  Kleyn
645,1804,Sussana  Liebengut,Heinrich  Kleyn
478,1804,Peter  Manges,Jacob  Manges
478,1804,Eliesabetha  Manges,Jacob  Manges
484,1804,Philip  Jacob,Johannes  Adig
484,1804,Catharina  Jacob,Johannes  Adig
481,1804,Johannes  Gilbert,Magdalena  Dosch
481,1804,Anna Maria Gilbert,Magdalena  Dosch
476,1804,Georg  Gohn,Magdalena  Gohn
644,1804,Heinrich  Hammer,Magdalena  Hammer
641,1804,Jacob  Imenhauser,Magdalena  Imenhauser
482,1804,Jacob  Lieberknecht,Magdalena  Lieberknecht
643,1804,Michael  Ottstatt,Magdalena  Ottstatt
643,1804,Michael  Ottstatt,Magdalena  Ottstatt
643,1804,Magdalena  Ottstatt,Magdalena  Ottstatt
643,1804,Michael  Ottstatt,Magdalena  Ottstatt
485,1804,Jacob  Neff,Maria  Oberdorff
485,1804,Regina  Neff,Maria  Oberdorff
485,1804,Georg  Oberdorff,Maria  Oberdorff
483,1804,Daniel  Clary,Michael  Miller
483,1804,Barbara  Clary,Michael  Miller
643,1804,Michael  Ottstatt,Michael  Ottstatt
643,1804,Magdalena  Ottstatt,Michael  Ottstatt
477,1804,Friedrich  Ament,Rebecca  Ament
485,1804,Jacob  Neff,Regina  Neff
476,1804,Georg  Gohn,Sara  Gilespy
476,1804,Magdalena  Gohn,Sara  Gilespy
479,1804,Georg  Young,Sophia  Ottstatt
479,1804,Eliesabetha  Young,Sophia  Ottstatt
482,1804,Jacob  Lieberknecht,Sussana  Clary
482,1804,Magdalena  Lieberknecht,Sussana  Clary
645,1804,Peter  Liebengut,Sussana  Liebengut
483,1804,Daniel  Clary,Sussana  Miller
483,1804,Barbara  Clary,Sussana  Miller
483,1804,Michael  Miller,Sussana  Miller
488,1805,Heinrich  Ottstatt,Adam  Schenberger
488,1805,Catharina  Ottstatt,Adam  Schenberger
501,1805,Daniel  Voigt,Anna Elizabeth Voigt
503,1805,Friederich Lehmann ,Anna Lehmann 
496,1805,Georg  Ziegler,Anna Maria Geiss
496,1805,Dorothea  Ziegler,Anna Maria Geiss
489,1805,Andries  Gilbert,Anna Maria Gilbert
489,1805,Andries  Gilbert,Anna Maria Gilbert
489,1805,Anna Maria Gilbert,Anna Maria Gilbert
489,1805,Johannes  Gilbert,Anna Maria Gilbert
486,1805,Georg  Oberdorff,Anna Maria Oberdorff
491,1805,Johannes  Schonberger,Baltzer  Schonberger
491,1805,Catharina  Schenberger,Baltzer  Schonberger
492,1805,Peter  Abel,Catharina  Abel
497,1805,Johannes  Abel,Catharina  Abel
487,1805,Friedrich  Lieberknecht,Catharina  Bebersen
487,1805,Margriet  Lieberknecht,Catharina  Bebersen
487,1805,Conrad  Bebersen,Catharina  Bebersen
492,1805,Peter  Abel,Catharina  Dellinger
492,1805,Catharina  Abel,Catharina  Dellinger
492,1805,Joseph  Dellinger,Catharina  Dellinger
488,1805,Heinrich  Ottstatt,Catharina  Ottstatt
500,1805,Samuel  Clary,Catharina  Ottstatt
500,1805,Sophia  Clary,Catharina  Ottstatt
491,1805,Johannes  Schonberger,Catharina  Schenberger
494,1805,Adam  Schenberger,Catharina  Schenberger
488,1805,Heinrich  Ottstatt,Catharina  Schenberger
488,1805,Catharina  Ottstatt,Catharina  Schenberger
488,1805,Adam  Schenberger,Catharina  Schenberger
499,1805,Adam  Schlott,Catharina  Schlott
487,1805,Friedrich  Lieberknecht,Conrad  Bebersen
487,1805,Margriet  Lieberknecht,Conrad  Bebersen
502,1805,Rebecca Dosh ,Daniel  Wittman
496,1805,Georg  Ziegler,Dorothea  Ziegler
502,1805,Rebecca Dosh ,Eliesabetha  Dosch
502,1805,Daniel  Wittman,Eliesabetha  Dosch
495,1805,Martin  Evans,Eliesabetha  Evans
498,1805,Daniel  Ruby,Eliesabetha  Ruby
497,1805,Johannes  Abel,Georg  Abel
497,1805,Catharina  Abel,Georg  Abel
486,1805,Georg  Oberdorff,Georg Sr Oberdorff
486,1805,Anna Maria Oberdorff,Georg Sr Oberdorff
490,1805,Heinrich  Dellinger,Jacob  Lieberknecht
490,1805,Sophia  Dellinger,Jacob  Lieberknecht
489,1805,Andries  Gilbert,Johannes  Gilbert
489,1805,Anna Maria Gilbert,Johannes  Gilbert
498,1805,Daniel  Ruby,Johannes  Ruby
498,1805,Eliesabetha  Ruby,Johannes  Ruby
492,1805,Peter  Abel,Joseph  Dellinger
492,1805,Catharina  Abel,Joseph  Dellinger
494,1805,Adam  Schenberger,Magdalena  Dosch
494,1805,Catharina  Schenberger,Magdalena  Dosch
490,1805,Heinrich  Dellinger,Magdalena  Lieberknecht
490,1805,Sophia  Dellinger,Magdalena  Lieberknecht
490,1805,Jacob  Lieberknecht,Magdalena  Lieberknecht
497,1805,Johannes  Abel,Margriet  Abel
497,1805,Catharina  Abel,Margriet  Abel
497,1805,Georg  Abel,Margriet  Abel
487,1805,Friedrich  Lieberknecht,Margriet  Lieberknecht
503,1805,Friederich Lehmann ,Maria  Kauffelt
503,1805,Anna Lehmann ,Maria  Kauffelt
493,1805,Bernhardt  Sculy,Maria  Sculy
498,1805,Daniel  Ruby,Salome  Ruby
498,1805,Eliesabetha  Ruby,Salome  Ruby
498,1805,Johannes  Ruby,Salome  Ruby
500,1805,Samuel  Clary,Sophia  Clary
490,1805,Heinrich  Dellinger,Sophia  Dellinger
495,1805,Martin  Evans,The Mother Herself
495,1805,Eliesabetha  Evans,The Mother Herself
509,1806,Philip  Jacob,Adam  Adig
509,1806,Catharina  Jacob,Adam  Adig
652,1806,Michael  Ottstatt,Adam  Ottstatt
652,1806,Magdalena  Ottstatt,Adam  Ottstatt
505,1806,Peter  Seib,Adam  Paulis
505,1806,Maria  Seib,Adam  Paulis
504,1806,Heinrich  Kleyn,Adam  Schenberger
504,1806,Catharina  Kleyn,Adam  Schenberger
654,1806,Jacob  Geiss,Anna Maria Geiss
507,1806,George  Geiss,Anna Maria Geiss
507,1806,Eliesabetha  Geiss,Anna Maria Geiss
514,1806,Mattheus  Bekker,Anna Maria Gilbert
514,1806,Hester  Bekker,Anna Maria Gilbert
514,1806,Johannes  Gilbert,Anna Maria Gilbert
648,1806,Heinrich  Lipphard,Anna Maria Oberdorff
648,1806,Eliesabetha  Lipphard,Anna Maria Oberdorff
648,1806,George  Oberdorff,Anna Maria Oberdorff
513,1806,Heinrich  Dellinger,Antony  Clary
513,1806,Sophia  Dellinger,Antony  Clary
509,1806,Philip  Jacob,Catharina  Jacob
504,1806,Heinrich  Kleyn,Catharina  Kleyn
646,1806,Heinrich  Paulis,Catharina  Lieberknecht
646,1806,Sussana  Paulis,Catharina  Lieberknecht
646,1806,Georg  Lieberknecht,Catharina  Lieberknecht
504,1806,Heinrich  Kleyn,Catharina  Schenberger
504,1806,Catharina  Kleyn,Catharina  Schenberger
504,1806,Adam  Schenberger,Catharina  Schenberger
515,1806,Christian  Schnell,Christina  Holtzel
515,1806,Magdalena  Schnell,Christina  Holtzel
515,1806,Jacob  Holtzel,Christina  Holtzel
511,1806,Michael  Dellinger,Daniel  Voigt
511,1806,Eliesabetha  Dellinger,Daniel  Voigt
509,1806,Philip  Jacob,Eliesabetha  Adig
509,1806,Catharina  Jacob,Eliesabetha  Adig
509,1806,Adam  Adig,Eliesabetha  Adig
651,1806,Lorenz  Cron,Eliesabetha  Cron
511,1806,Michael  Dellinger,Eliesabetha  Dellinger
507,1806,George  Geiss,Eliesabetha  Geiss
512,1806,Adam  Heindel,Eliesabetha  Heindel
518,1806,Jacob  Kauffelt,Eliesabetha  Herschner
518,1806,Eliesabetha  Kauffelt,Eliesabetha  Herschner
619,1806,Jacob  Kauffelt,Eliesabetha  Hershinger
619,1806,Eliesabetha  Kauffelt,Eliesabetha  Hershinger
518,1806,Jacob  Kauffelt,Eliesabetha  Kauffelt
619,1806,Jacob  Kauffelt,Eliesabetha  Kauffelt
516,1806,Georg  Oberdorff,Eliesabetha  Leber
516,1806,Maria  Oberdorff,Eliesabetha  Leber
648,1806,Heinrich  Lipphard,Eliesabetha  Lipphard
653,1806,Heinrich  Ottstatt,Eliesabetha  Ottstatt
653,1806,Heinrich  Ottstatt,Eliesabetha  Ottstatt
653,1806,Eliesabetha  Ottstatt,Eliesabetha  Ottstatt
653,1806,Friedrich  Ottstatt,Eliesabetha  Ottstatt
505,1806,Peter  Seib,Eliesabetha  Paulis
505,1806,Maria  Seib,Eliesabetha  Paulis
505,1806,Adam  Paulis,Eliesabetha  Paulis
651,1806,Lorenz  Cron,Eliesabetha  Ruby
651,1806,Eliesabetha  Cron,Eliesabetha  Ruby
511,1806,Michael  Dellinger,Eliesabetha  Voigt
511,1806,Eliesabetha  Dellinger,Eliesabetha  Voigt
511,1806,Daniel  Voigt,Eliesabetha  Voigt
512,1806,Adam  Heindel,Eliesabetha  Will
512,1806,Eliesabetha  Heindel,Eliesabetha  Will
647,1806,Christia  Dritt,Frena  Dritt
653,1806,Heinrich  Ottstatt,Friedrich  Ottstatt
653,1806,Eliesabetha  Ottstatt,Friedrich  Ottstatt
646,1806,Heinrich  Paulis,Georg  Lieberknecht
646,1806,Sussana  Paulis,Georg  Lieberknecht
648,1806,Heinrich  Lipphard,George  Oberdorff
648,1806,Eliesabetha  Lipphard,George  Oberdorff
514,1806,Mattheus  Bekker,Hester  Bekker
515,1806,Christian  Schnell,Jacob  Holtzel
515,1806,Magdalena  Schnell,Jacob  Holtzel
649,1806,Jacob  Imenhauser,Jacob  Imenhauser
649,1806,Magdalena  Imenhauser,Jacob  Imenhauser
514,1806,Mattheus  Bekker,Johannes  Gilbert
514,1806,Hester  Bekker,Johannes  Gilbert
650,1806,Georg  Gohn,Juliana  Clary
650,1806,Magdalena  Gohn,Juliana  Clary
650,1806,Peter  Clary,Juliana  Clary
647,1806,Christia  Dritt,Magdalena  Dritt
647,1806,Frena  Dritt,Magdalena  Dritt
650,1806,Georg  Gohn,Magdalena  Gohn
649,1806,Jacob  Imenhauser,Magdalena  Imenhauser
649,1806,Jacob  Imenhauser,Magdalena  Imenhauser
649,1806,Magdalena  Imenhauser,Magdalena  Imenhauser
649,1806,Jacob  Imenhauser,Magdalena  Imenhauser
510,1806,Jacob  Lieberknecht,Magdalena  Lieberknecht
652,1806,Michael  Ottstatt,Magdalena  Ottstatt
515,1806,Christian  Schnell,Magdalena  Schnell
654,1806,Jacob  Geiss,Maria  Geiss
654,1806,Anna Maria Geiss,Maria  Geiss
517,1806,Johannes  Kauffelt,Maria  Kauffelt
516,1806,Georg  Oberdorff,Maria  Oberdorff
505,1806,Peter  Seib,Maria  Seib
650,1806,Georg  Gohn,Peter  Clary
650,1806,Magdalena  Gohn,Peter  Clary
517,1806,Johannes  Kauffelt,Peter  Ziegler
517,1806,Maria  Kauffelt,Peter  Ziegler
508,1806,Friedrich  Dosch,Rebecca  Dosch
506,1806,Jacob  Dellinger,Regina  Dellinger
513,1806,Heinrich  Dellinger,Sophia  Dellinger
652,1806,Michael  Ottstatt,Sophia  Ottstatt
652,1806,Magdalena  Ottstatt,Sophia  Ottstatt
652,1806,Adam  Ottstatt,Sophia  Ottstatt
646,1806,Heinrich  Paulis,Sussana  Paulis
517,1806,Johannes  Kauffelt,Sussana  Ziegler
517,1806,Maria  Kauffelt,Sussana  Ziegler
517,1806,Peter  Ziegler,Sussana  Ziegler
537,1807,George Christian Borgholthaus,A M Elisabeth Borgholthaus
520,1807,Andries  Gilbert,Anna Maria Gilbert
527,1807,Johannes  Gilbert,Anna Maria Gilbert
536,1807,Johannes  Abel,Anna Maria Gilbert
536,1807,Catharina  Abel,Anna Maria Gilbert
536,1807,Johannes  Gilbert,Anna Maria Gilbert
530,1807,Adam  Schenberger,Balthaser  Schonberger
530,1807,Catharina  Schenberger,Balthaser  Schonberger
656,1807,Jacob  Gohn,Barbara  Gohn
657,1807,Jacob  Gohn,Barbara  Gohn
536,1807,Johannes  Abel,Catharina  Abel
532,1807,Conrad  Bebersen,Catharina  Bebersen
664,1807,Heinrich  Kleyn,Catharina  Kleyn
655,1807,Friedrich  Lieberknecht,Catharina  Lieberknecht
655,1807,Margretha  Lieberknecht,Catharina  Lieberknecht
523,1807,Friedrich  Ottstatt,Catharina  Ottstatt
537,1807,George Christian Borgholthaus,Catharina  Ottstatt
523,1807,Eliesabetha  Ottstatt,Catharina  Ottstatt
537,1807,A M Elisabeth Borgholthaus,Catharina  Ottstatt
537,1807,Heinrich  Ottstatt,Catharina  Ottstatt
521,1807,Johannes  Schonberger,Catharina  Schenberger
530,1807,Adam  Schenberger,Catharina  Schenberger
534,1807,Andries  Schweytzer,Catharina  Schweytzer
662,1807,Heinrich  Wohlleber,Catharina  Wohlleber
534,1807,Andries  Schweytzer,Catharina  Wohlleber
662,1807,Heinrich  Wohlleber,Catharina  Wohlleber
534,1807,Catharina  Schweytzer,Catharina  Wohlleber
662,1807,Catharina  Wohlleber,Catharina  Wohlleber
532,1807,Conrad  Bebersen,Christina  Brubacher
532,1807,Catharina  Bebersen,Christina  Brubacher
532,1807,Conrad  Brubacher,Christina  Brubacher
519,1807,Heinrich  Einstein,Christina  Einstein
532,1807,Conrad  Bebersen,Conrad  Brubacher
532,1807,Catharina  Bebersen,Conrad  Brubacher
528,1807,Peter  Manges,Diedrich  Walck
528,1807,Eliesabetha  Manges,Diedrich  Walck
535,1807,Georg  Ziegler,Dorothea  Ziegler
526,1807,Adam  Adig,Eliesabetha  Adig
528,1807,Peter  Manges,Eliesabetha  Manges
519,1807,Heinrich  Einstein,Eliesabetha  Oberdorff
522,1807,Johannes Georg Young,Eliesabetha  Oberdorff
519,1807,Christina  Einstein,Eliesabetha  Oberdorff
522,1807,Eliesabetha  Young,Eliesabetha  Oberdorff
519,1807,Georg  Oberdorff,Eliesabetha  Oberdorff
522,1807,Georg  Oberdorff,Eliesabetha  Oberdorff
523,1807,Friedrich  Ottstatt,Eliesabetha  Ottstatt
529,1807,Christian  Walck,Eliesabetha  Walck
528,1807,Peter  Manges,Eliesabetha  Walck
528,1807,Eliesabetha  Manges,Eliesabetha  Walck
528,1807,Diedrich  Walck,Eliesabetha  Walck
522,1807,Johannes Georg Young,Eliesabetha  Young
529,1807,Christian  Walck,Frederick  Miller
529,1807,Eliesabetha  Walck,Frederick  Miller
657,1807,Jacob  Gohn,Georg  Gohn
657,1807,Barbara  Gohn,Georg  Gohn
519,1807,Heinrich  Einstein,Georg  Oberdorff
522,1807,Johannes Georg Young,Georg  Oberdorff
519,1807,Christina  Einstein,Georg  Oberdorff
522,1807,Eliesabetha  Young,Georg  Oberdorff
537,1807,George Christian Borgholthaus,Heinrich  Ottstatt
537,1807,A M Elisabeth Borgholthaus,Heinrich  Ottstatt
659,1807,Jacob  Imenhauser,Jacob  Imenhauser
659,1807,Magdalena  Imenhauser,Jacob  Imenhauser
656,1807,Jacob  Gohn,Jacob  Lieberknecht
656,1807,Barbara  Gohn,Jacob  Lieberknecht
521,1807,Johannes  Schonberger,Jacob  Neff
521,1807,Catharina  Schenberger,Jacob  Neff
660,1807,Jacob  Smith,Jacob  Smith
660,1807,Rusy  Smith,Jacob  Smith
536,1807,Johannes  Abel,Johannes  Gilbert
536,1807,Catharina  Abel,Johannes  Gilbert
531,1807,Michael  Hengst,Juliana  Hengst
664,1807,Heinrich  Kleyn,Magdalena  Dosch
664,1807,Catharina  Kleyn,Magdalena  Dosch
657,1807,Jacob  Gohn,Magdalena  Gohn
657,1807,Barbara  Gohn,Magdalena  Gohn
657,1807,Georg  Gohn,Magdalena  Gohn
659,1807,Jacob  Imenhauser,Magdalena  Imenhauser
659,1807,Jacob  Imenhauser,Magdalena  Imenhauser
659,1807,Magdalena  Imenhauser,Magdalena  Imenhauser
659,1807,Jacob  Imenhauser,Magdalena  Imenhauser
656,1807,Jacob  Gohn,Magdalena  Lieberknecht
656,1807,Barbara  Gohn,Magdalena  Lieberknecht
656,1807,Jacob  Lieberknecht,Magdalena  Lieberknecht
655,1807,Friedrich  Lieberknecht,Margretha  Lieberknecht
525,1807,Georg  Abel,Margriet  Abel
524,1807,Bernhardt  Sculy,Maria  Sculy
533,1807,Peter  Ziegler,Michael  Kauffelt
533,1807,Sussana  Ziegler,Michael  Kauffelt
535,1807,Georg  Ziegler,Michael  Ziegler
535,1807,Dorothea  Ziegler,Michael  Ziegler
526,1807,Adam  Adig,Rebecca  Holtzel
526,1807,Eliesabetha  Adig,Rebecca  Holtzel
521,1807,Johannes  Schonberger,Regina  Neff
521,1807,Catharina  Schenberger,Regina  Neff
521,1807,Jacob  Neff,Regina  Neff
660,1807,Jacob  Smith,Rusy  Smith
660,1807,Jacob  Smith,Rusy  Smith
660,1807,Rusy  Smith,Rusy  Smith
660,1807,Jacob  Smith,Rusy  Smith
661,1807,Samuel  Clary,Samuel  Clary
661,1807,Sophia  Clary,Samuel  Clary
661,1807,Samuel  Clary,Sophia  Clary
661,1807,Samuel  Clary,Sophia  Clary
661,1807,Sophia  Clary,Sophia  Clary
661,1807,Samuel  Clary,Sophia  Clary
533,1807,Peter  Ziegler,Sophia  Kauffelt
533,1807,Sussana  Ziegler,Sophia  Kauffelt
533,1807,Michael  Kauffelt,Sophia  Kauffelt
529,1807,Christian  Walck,Sussana  Miller
529,1807,Eliesabetha  Walck,Sussana  Miller
529,1807,Frederick  Miller,Sussana  Miller
533,1807,Peter  Ziegler,Sussana  Ziegler
525,1807,Georg  Abel,The  Bernats
527,1807,Johannes  Gilbert,The  Bernats
525,1807,Margriet  Abel,The  Bernats
527,1807,Anna Maria Gilbert,The  Bernats
665,1808,Heinrich  Paulis,Ad  Paulis
665,1808,Sussana  Paulis,Ad  Paulis
681,1808,Michael  Busick,Anna  Busick
676,1808,Lorentz  Cron,Anna Maria Cron
676,1808,Eliesabetha  Cron,Anna Maria Cron
670,1808,Georg  Oberdorff,Anna Maria Oberdorff
670,1808,George  Oberdorff,Anna Maria Oberdorff
679,1808,Christ  Dritt,Anna Maria Pens
679,1808,Frena  Dritt,Anna Maria Pens
684,1808,Peter  Wanbach,Anna Maria Wanbach
675,1808,Peter  Cron,Barbara  Schafer
675,1808,Magdalena  Cron,Barbara  Schafer
675,1808,Nicholas  Schafer,Barbara  Schafer
683,1808,Heinrich  Dellinger,Catha  Liebegut
683,1808,Sophia  Dellinger,Catha  Liebegut
683,1808,Georg  Liebegut,Catha  Liebegut
680,1808,Peter  Abel,Catharina  Abel
678,1808,Jacob  Dellinger,Catharina  Dellinger
686,1808,Heinrich  Ottstatt,Catharina  Dellinger
686,1808,Catharina  Ottstatt,Catharina  Dellinger
686,1808,Joseph  Dellinger,Catharina  Dellinger
687,1808,Philip  Jacob,Catharina  Jacob
686,1808,Heinrich  Ottstatt,Catharina  Ottstatt
672,1808,Johannes  Will,Catharina  Will
682,1808,Heinrich  Einstein,Christina  Einstein
680,1808,Peter  Abel,Christina  Holtzel
680,1808,Catharina  Abel,Christina  Holtzel
680,1808,Jacob  Holtzel,Christina  Holtzel
663,1808,Conrad  Krepgaher,Christina  Krep
663,1808,Christina  Krepgaher,Christina  Krep
663,1808,Con  Krep,Christina  Krep
663,1808,Conrad  Krepgaher,Christina  Krepgaher
667,1808,Johannes  Pfaff,Christina  Pfaff
667,1808,Eliesabetha  Pfaff,Christina  Pfaff
663,1808,Conrad  Krepgaher,Con  Krep
663,1808,Christina  Krepgaher,Con  Krep
674,1808,Johannes  Clary,Eliesabetha  Clary
676,1808,Lorentz  Cron,Eliesabetha  Cron
669,1808,Adam  Attich,Eliesabetha  Dosch
669,1808,Adam  Attich,Eliesabetha  Dosch
669,1808,Eliesabetha  Dosch,Eliesabetha  Dosch
621,1808,Jacob  Kauffelt,Eliesabetha  Kauffelt
668,1808,Georg  Gohn,Eliesabetha  Lipphard
671,1808,Adolf  Ottstatt,Eliesabetha  Lipphard
668,1808,Magdalena  Gohn,Eliesabetha  Lipphard
671,1808,Sophia  Ottstatt,Eliesabetha  Lipphard
668,1808,Heinrich  Lipphard,Eliesabetha  Lipphard
671,1808,Heinrich  Lipphard,Eliesabetha  Lipphard
682,1808,Heinrich  Einstein,Eliesabetha  Oberdorff
682,1808,Christina  Einstein,Eliesabetha  Oberdorff
665,1808,Heinrich  Paulis,Eliesabetha  Paulis
665,1808,Sussana  Paulis,Eliesabetha  Paulis
665,1808,Ad  Paulis,Eliesabetha  Paulis
667,1808,Johannes  Pfaff,Eliesabetha  Pfaff
684,1808,Peter  Wanbach,Eliesabetha  Weinhold
684,1808,Anna Maria Wanbach,Eliesabetha  Weinhold
677,1808,Frantz  Wohlleber,Frantz  Wohlleber
677,1808,Margriet  Wohlleber,Frantz  Wohlleber
679,1808,Christ  Dritt,Frena  Dritt
683,1808,Heinrich  Dellinger,Georg  Liebegut
683,1808,Sophia  Dellinger,Georg  Liebegut
681,1808,Michael  Busick,Georg  Oberdorff
681,1808,Anna  Busick,Georg  Oberdorff
681,1808,Jacob  Liebenknecht,Georg  Oberdorff
670,1808,Georg  Oberdorff,George  Oberdorff
668,1808,Georg  Gohn,Heinrich  Lipphard
671,1808,Adolf  Ottstatt,Heinrich  Lipphard
668,1808,Magdalena  Gohn,Heinrich  Lipphard
671,1808,Sophia  Ottstatt,Heinrich  Lipphard
680,1808,Peter  Abel,Jacob  Holtzel
680,1808,Catharina  Abel,Jacob  Holtzel
681,1808,Michael  Busick,Jacob  Liebenknecht
681,1808,Anna  Busick,Jacob  Liebenknecht
673,1808,Gotfried  Thomase,Jacob  Lieberknecht
673,1808,Magdalena  Thomase,Jacob  Lieberknecht
686,1808,Heinrich  Ottstatt,Joseph  Dellinger
686,1808,Catharina  Ottstatt,Joseph  Dellinger
673,1808,Gotfried  Thomase,Machtel  Lieberknecht
673,1808,Magdalena  Thomase,Machtel  Lieberknecht
673,1808,Jacob  Lieberknecht,Machtel  Lieberknecht
675,1808,Peter  Cron,Magdalena  Cron
668,1808,Georg  Gohn,Magdalena  Gohn
673,1808,Gotfried  Thomase,Magdalena  Thomase
685,1808,Catharina  Johanes,Magdalena  Ziegler
685,1808,Michael  Ziegler,Magdalena  Ziegler
677,1808,Frantz  Wohlleber,Margriet  Wohlleber
677,1808,Frantz  Wohlleber,Margriet  Wohlleber
677,1808,Margriet  Wohlleber,Margriet  Wohlleber
677,1808,Frantz  Wohlleber,Margriet  Wohlleber
666,1808,Friedrich  Miller,Michael  Miller
666,1808,Sussana  Miller,Michael  Miller
685,1808,Catharina  Johanes,Michael  Ziegler
675,1808,Peter  Cron,Nicholas  Schafer
675,1808,Magdalena  Cron,Nicholas  Schafer
672,1808,Johannes  Will,Rebecca  Holtzel
687,1808,Philip  Jacob,Rebecca  Holtzel
672,1808,Catharina  Will,Rebecca  Holtzel
687,1808,Catharina  Jacob,Rebecca  Holtzel
674,1808,Johannes  Clary,Samuel  Clary
678,1808,Jacob  Dellinger,Samuel  Clary
674,1808,Eliesabetha  Clary,Samuel  Clary
678,1808,Catharina  Dellinger,Samuel  Clary
674,1808,Johannes  Clary,Sophia  Clary
678,1808,Jacob  Dellinger,Sophia  Clary
674,1808,Eliesabetha  Clary,Sophia  Clary
678,1808,Catharina  Dellinger,Sophia  Clary
674,1808,Samuel  Clary,Sophia  Clary
678,1808,Samuel  Clary,Sophia  Clary
683,1808,Heinrich  Dellinger,Sophia  Dellinger
671,1808,Adolf  Ottstatt,Sophia  Ottstatt
666,1808,Friedrich  Miller,Sussana  Miller
666,1808,Friedrich  Miller,Sussana  Miller
666,1808,Sussana  Miller,Sussana  Miller
666,1808,Michael  Miller,Sussana  Miller
665,1808,Heinrich  Paulis,Sussana  Paulis
621,1808,Jacob  Kauffelt,The  Bernats
621,1808,Eliesabetha  Kauffelt,The  Bernats
709,1809,Friedrich  Miller,Adam  Paul
709,1809,Sussana  Miller,Adam  Paul
695,1809,Jacob  Neff,Adam  Schenberger
695,1809,Regina  Neff,Adam  Schenberger
541,1809,Adam  Schenberger,Anna  Meyer
541,1809,Catharina  Schenberger,Anna  Meyer
541,1809,Johannes  Gilbert,Anna  Meyer
539,1809,Friedrich  Pfaff,Anna Margaret Pfaff
692,1809,Andries  Gilbert,Anna Maria Gilbert
540,1809,Georg  Oberdorff,Anna Maria Oberdorff
702,1809,Conrad  Bebersen,Anna Maria Oberdorff
702,1809,Catharina  Bebersen,Anna Maria Oberdorff
702,1809,Georg  Oberdorff,Anna Maria Oberdorff
699,1809,Johannes  Abel,Catharina  Abel
704,1809,Adam  Attich,Catharina  Abel
704,1809,Eliesabetha  Dosch,Catharina  Abel
704,1809,Peter  Abel,Catharina  Abel
702,1809,Conrad  Bebersen,Catharina  Bebersen
699,1809,Johannes  Abel,Catharina  Kleyn
699,1809,Catharina  Abel,Catharina  Kleyn
699,1809,Heinrich  Kleyn,Catharina  Kleyn
698,1809,Peter  Clary,Catharina  Liebenknecht
698,1809,Juliana  Clary,Catharina  Liebenknecht
698,1809,Georg  Liebenknecht,Catharina  Liebenknecht
706,1809,Daniel  Oberdorff,Catharina  Oberdorff
541,1809,Adam  Schenberger,Catharina  Schenberger
692,1809,Andries  Gilbert,Catharina  Schenberger
695,1809,Jacob  Neff,Catharina  Schenberger
708,1809,Peter  Manges,Catharina  Schenberger
692,1809,Anna Maria Gilbert,Catharina  Schenberger
695,1809,Regina  Neff,Catharina  Schenberger
708,1809,Eliesabetha  Manges,Catharina  Schenberger
692,1809,Johannes  Schonberger,Catharina  Schenberger
695,1809,Adam  Schenberger,Catharina  Schenberger
708,1809,Johannes  Schonberger,Catharina  Schenberger
688,1809,Michael  Dellinger,Christina  Holtzel
688,1809,Eliesabetha  Dellinger,Christina  Holtzel
