,congregation,year,modularity,count
10843,drc-albany,1715,11,164
10844,drc-albany,1715,12,129
10845,drc-albany,1715,13,106
10846,drc-albany,1715,14,139
10847,drc-albany,1715,15,5
10848,drc-albany,1715,16,37
10849,drc-albany,1715,17,170
10850,drc-albany,1715,18,80
10851,drc-albany,1715,19,23
10852,drc-albany,1715,20,96
10853,drc-albany,1716,0,200
10854,drc-albany,1716,1,65
10855,drc-albany,1716,2,100
10856,drc-albany,1716,3,57
10857,drc-albany,1716,4,122
10858,drc-albany,1716,5,146
10859,drc-albany,1716,6,126
10860,drc-albany,1716,7,124
10861,drc-albany,1716,8,1
10862,drc-albany,1716,9,47
10863,drc-albany,1716,10,50
10864,drc-albany,1716,11,161
10865,drc-albany,1716,12,130
10866,drc-albany,1716,13,107
10867,drc-albany,1716,14,137
10868,drc-albany,1716,15,5
10869,drc-albany,1716,16,37
10870,drc-albany,1716,17,167
10871,drc-albany,1716,18,82
10872,drc-albany,1716,19,23
10873,drc-albany,1716,20,96
10874,drc-albany,1717,0,199
10875,drc-albany,1717,1,66
10876,drc-albany,1717,2,100
10877,drc-albany,1717,3,60
10878,drc-albany,1717,4,116
10879,drc-albany,1717,5,149
10880,drc-albany,1717,6,121
10881,drc-albany,1717,7,123
10882,drc-albany,1717,8,1
10883,drc-albany,1717,9,50
10884,drc-albany,1717,10,51
10885,drc-albany,1717,11,158
10886,drc-albany,1717,12,133
10887,drc-albany,1717,13,107
10888,drc-albany,1717,14,137
10889,drc-albany,1717,15,5
10890,drc-albany,1717,16,35
10891,drc-albany,1717,17,166
10892,drc-albany,1717,18,77
10893,drc-albany,1717,19,22
10894,drc-albany,1717,20,96
10895,drc-albany,1718,0,199
10896,drc-albany,1718,1,69
10897,drc-albany,1718,2,99
10898,drc-albany,1718,3,60
10899,drc-albany,1718,4,116
10900,drc-albany,1718,5,152
10901,drc-albany,1718,6,118
10902,drc-albany,1718,7,118
10903,drc-albany,1718,8,1
10904,drc-albany,1718,9,56
10905,drc-albany,1718,10,52
10906,drc-albany,1718,11,159
10907,drc-albany,1718,12,136
10908,drc-albany,1718,13,112
10909,drc-albany,1718,14,137
10910,drc-albany,1718,15,5
10911,drc-albany,1718,16,33
10912,drc-albany,1718,17,166
10913,drc-albany,1718,18,77
10914,drc-albany,1718,19,19
10915,drc-albany,1718,20,94
10916,drc-albany,1719,0,202
10917,drc-albany,1719,1,68
10918,drc-albany,1719,2,100
10919,drc-albany,1719,3,60
10920,drc-albany,1719,4,117
10921,drc-albany,1719,5,153
10922,drc-albany,1719,6,116
10923,drc-albany,1719,7,115
10924,drc-albany,1719,8,1
10925,drc-albany,1719,9,56
10926,drc-albany,1719,10,54
10927,drc-albany,1719,11,154
10928,drc-albany,1719,12,136
10929,drc-albany,1719,13,109
10930,drc-albany,1719,14,139
10931,drc-albany,1719,15,5
10932,drc-albany,1719,16,34
10933,drc-albany,1719,17,161
10934,drc-albany,1719,18,75
10935,drc-albany,1719,19,18
10936,drc-albany,1719,20,98
10937,drc-albany,1720,0,199
10938,drc-albany,1720,1,72
10939,drc-albany,1720,2,97
10940,drc-albany,1720,3,63
10941,drc-albany,1720,4,119
10942,drc-albany,1720,5,159
10943,drc-albany,1720,6,114
10944,drc-albany,1720,7,119
10945,drc-albany,1720,8,3
10946,drc-albany,1720,9,60
10947,drc-albany,1720,10,53
10948,drc-albany,1720,11,153
10949,drc-albany,1720,12,137
10950,drc-albany,1720,13,114
10951,drc-albany,1720,14,139
10952,drc-albany,1720,15,5
10953,drc-albany,1720,16,36
10954,drc-albany,1720,17,159
10955,drc-albany,1720,18,75
10956,drc-albany,1720,19,18
10957,drc-albany,1720,20,100
10958,drc-albany,1721,0,198
10959,drc-albany,1721,1,75
10960,drc-albany,1721,2,95
10961,drc-albany,1721,3,62
10962,drc-albany,1721,4,116
10963,drc-albany,1721,5,163
10964,drc-albany,1721,6,114
10965,drc-albany,1721,7,121
10966,drc-albany,1721,8,3
10967,drc-albany,1721,9,60
10968,drc-albany,1721,10,53
10969,drc-albany,1721,11,146
10970,drc-albany,1721,12,135
10971,drc-albany,1721,13,110
10972,drc-albany,1721,14,137
10973,drc-albany,1721,15,5
10974,drc-albany,1721,16,35
10975,drc-albany,1721,17,152
10976,drc-albany,1721,18,76
10977,drc-albany,1721,19,17
10978,drc-albany,1721,20,96
10979,drc-albany,1722,0,197
10980,drc-albany,1722,1,86
10981,drc-albany,1722,2,97
10982,drc-albany,1722,3,62
10983,drc-albany,1722,4,117
10984,drc-albany,1722,5,172
10985,drc-albany,1722,6,115
10986,drc-albany,1722,7,124
10987,drc-albany,1722,8,3
10988,drc-albany,1722,9,62
10989,drc-albany,1722,10,56
10990,drc-albany,1722,11,150
10991,drc-albany,1722,12,134
10992,drc-albany,1722,13,106
10993,drc-albany,1722,14,139
10994,drc-albany,1722,15,5
10995,drc-albany,1722,16,35
10996,drc-albany,1722,17,146
10997,drc-albany,1722,18,74
10998,drc-albany,1722,19,16
10999,drc-albany,1722,20,91
11000,drc-albany,1723,0,199
11001,drc-albany,1723,1,88
11002,drc-albany,1723,2,92
11003,drc-albany,1723,3,64
11004,drc-albany,1723,4,117
11005,drc-albany,1723,5,171
11006,drc-albany,1723,6,112
11007,drc-albany,1723,7,124
11008,drc-albany,1723,8,5
11009,drc-albany,1723,9,65
11010,drc-albany,1723,10,55
11011,drc-albany,1723,11,148
11012,drc-albany,1723,12,143
11013,drc-albany,1723,13,104
11014,drc-albany,1723,14,140
11015,drc-albany,1723,15,5
11016,drc-albany,1723,16,36
11017,drc-albany,1723,17,148
11018,drc-albany,1723,18,72
11019,drc-albany,1723,19,15
11020,drc-albany,1723,20,89
11021,drc-albany,1724,0,195
11022,drc-albany,1724,1,92
11023,drc-albany,1724,2,90
11024,drc-albany,1724,3,69
11025,drc-albany,1724,4,123
11026,drc-albany,1724,5,171
11027,drc-albany,1724,6,114
11028,drc-albany,1724,7,126
11029,drc-albany,1724,8,5
11030,drc-albany,1724,9,69
11031,drc-albany,1724,10,56
11032,drc-albany,1724,11,151
11033,drc-albany,1724,12,142
11034,drc-albany,1724,13,103
11035,drc-albany,1724,14,141
11036,drc-albany,1724,15,5
11037,drc-albany,1724,16,36
11038,drc-albany,1724,17,149
11039,drc-albany,1724,18,72
11040,drc-albany,1724,19,15
11041,drc-albany,1724,20,92
11042,schenectady-drc,1694,0,0
11043,schenectady-drc,1694,1,3
11044,schenectady-drc,1694,2,0
11045,schenectady-drc,1694,3,2
11046,schenectady-drc,1694,4,0
11047,schenectady-drc,1694,5,0
11048,schenectady-drc,1694,6,5
11049,schenectady-drc,1694,7,0
11050,schenectady-drc,1694,8,0
11051,schenectady-drc,1694,9,0
11052,schenectady-drc,1694,10,0
11053,schenectady-drc,1694,11,4
11054,schenectady-drc,1694,12,0
11055,schenectady-drc,1695,0,0
11056,schenectady-drc,1695,1,6
11057,schenectady-drc,1695,2,1
11058,schenectady-drc,1695,3,2
11059,schenectady-drc,1695,4,4
11060,schenectady-drc,1695,5,10
11061,schenectady-drc,1695,6,10
11062,schenectady-drc,1695,7,4
11063,schenectady-drc,1695,8,3
11064,schenectady-drc,1695,9,0
11065,schenectady-drc,1695,10,0
11066,schenectady-drc,1695,11,9
11067,schenectady-drc,1695,12,1
11068,schenectady-drc,1696,0,0
11069,schenectady-drc,1696,1,10
11070,schenectady-drc,1696,2,1
11071,schenectady-drc,1696,3,2
11072,schenectady-drc,1696,4,9
11073,schenectady-drc,1696,5,15
11074,schenectady-drc,1696,6,13
11075,schenectady-drc,1696,7,8
11076,schenectady-drc,1696,8,4
11077,schenectady-drc,1696,9,1
11078,schenectady-drc,1696,10,1
11079,schenectady-drc,1696,11,11
11080,schenectady-drc,1696,12,2
11081,schenectady-drc,1697,0,0
11082,schenectady-drc,1697,1,11
11083,schenectady-drc,1697,2,1
11084,schenectady-drc,1697,3,2
11085,schenectady-drc,1697,4,11
11086,schenectady-drc,1697,5,16
11087,schenectady-drc,1697,6,17
11088,schenectady-drc,1697,7,8
11089,schenectady-drc,1697,8,4
11090,schenectady-drc,1697,9,2
11091,schenectady-drc,1697,10,1
11092,schenectady-drc,1697,11,11
11093,schenectady-drc,1697,12,3
11094,schenectady-drc,1698,0,0
11095,schenectady-drc,1698,1,16
11096,schenectady-drc,1698,2,1
11097,schenectady-drc,1698,3,2
11098,schenectady-drc,1698,4,13
11099,schenectady-drc,1698,5,16
11100,schenectady-drc,1698,6,19
11101,schenectady-drc,1698,7,8
11102,schenectady-drc,1698,8,4
11103,schenectady-drc,1698,9,4
11104,schenectady-drc,1698,10,1
11105,schenectady-drc,1698,11,12
11106,schenectady-drc,1698,12,3
11107,schenectady-drc,1699,0,0
11108,schenectady-drc,1699,1,16
11109,schenectady-drc,1699,2,1
11110,schenectady-drc,1699,3,2
11111,schenectady-drc,1699,4,14
11112,schenectady-drc,1699,5,16
11113,schenectady-drc,1699,6,22
11114,schenectady-drc,1699,7,8
11115,schenectady-drc,1699,8,4
11116,schenectady-drc,1699,9,4
11117,schenectady-drc,1699,10,1
11118,schenectady-drc,1699,11,12
11119,schenectady-drc,1699,12,3
11120,schenectady-drc,1700,0,5
11121,schenectady-drc,1700,1,25
11122,schenectady-drc,1700,2,6
11123,schenectady-drc,1700,3,2
11124,schenectady-drc,1700,4,21
11125,schenectady-drc,1700,5,20
11126,schenectady-drc,1700,6,32
11127,schenectady-drc,1700,7,11
11128,schenectady-drc,1700,8,8
11129,schenectady-drc,1700,9,11
11130,schenectady-drc,1700,10,4
11131,schenectady-drc,1700,11,18
11132,schenectady-drc,1700,12,4
11133,schenectady-drc,1701,0,8
11134,schenectady-drc,1701,1,28
11135,schenectady-drc,1701,2,8
11136,schenectady-drc,1701,3,2
11137,schenectady-drc,1701,4,22
11138,schenectady-drc,1701,5,20
11139,schenectady-drc,1701,6,33
11140,schenectady-drc,1701,7,16
11141,schenectady-drc,1701,8,8
11142,schenectady-drc,1701,9,15
11143,schenectady-drc,1701,10,4
11144,schenectady-drc,1701,11,21
11145,schenectady-drc,1701,12,4
11146,schenectady-drc,1702,0,11
11147,schenectady-drc,1702,1,28
11148,schenectady-drc,1702,2,10
11149,schenectady-drc,1702,3,2
11150,schenectady-drc,1702,4,22
11151,schenectady-drc,1702,5,20
11152,schenectady-drc,1702,6,42
11153,schenectady-drc,1702,7,18
11154,schenectady-drc,1702,8,12
11155,schenectady-drc,1702,9,24
11156,schenectady-drc,1702,10,4
11157,schenectady-drc,1702,11,23
11158,schenectady-drc,1702,12,4
11159,schenectady-drc,1703,0,11
11160,schenectady-drc,1703,1,34
11161,schenectady-drc,1703,2,11
11162,schenectady-drc,1703,3,2
11163,schenectady-drc,1703,4,25
11164,schenectady-drc,1703,5,20
11165,schenectady-drc,1703,6,42
11166,schenectady-drc,1703,7,23
11167,schenectady-drc,1703,8,12
11168,schenectady-drc,1703,9,26
11169,schenectady-drc,1703,10,5
11170,schenectady-drc,1703,11,23
11171,schenectady-drc,1703,12,4
11172,schenectady-drc,1704,0,11
11173,schenectady-drc,1704,1,41
11174,schenectady-drc,1704,2,11
11175,schenectady-drc,1704,3,3
11176,schenectady-drc,1704,4,25
11177,schenectady-drc,1704,5,21
11178,schenectady-drc,1704,6,43
11179,schenectady-drc,1704,7,24
11180,schenectady-drc,1704,8,16
11181,schenectady-drc,1704,9,26
11182,schenectady-drc,1704,10,6
11183,schenectady-drc,1704,11,23
11184,schenectady-drc,1704,12,9
11185,schenectady-drc,1705,0,11
11186,schenectady-drc,1705,1,43
11187,schenectady-drc,1705,2,11
11188,schenectady-drc,1705,3,3
11189,schenectady-drc,1705,4,28
11190,schenectady-drc,1705,5,24
11191,schenectady-drc,1705,6,47
11192,schenectady-drc,1705,7,27
11193,schenectady-drc,1705,8,20
11194,schenectady-drc,1705,9,31
11195,schenectady-drc,1705,10,6
11196,schenectady-drc,1705,11,26
11197,schenectady-drc,1705,12,14
11198,schenectady-drc,1706,0,13
11199,schenectady-drc,1706,1,45
11200,schenectady-drc,1706,2,13
11201,schenectady-drc,1706,3,3
11202,schenectady-drc,1706,4,31
11203,schenectady-drc,1706,5,25
11204,schenectady-drc,1706,6,49
11205,schenectady-drc,1706,7,30
11206,schenectady-drc,1706,8,20
11207,schenectady-drc,1706,9,38
11208,schenectady-drc,1706,10,7
11209,schenectady-drc,1706,11,27
11210,schenectady-drc,1706,12,16
11211,schenectady-drc,1707,0,15
11212,schenectady-drc,1707,1,48
11213,schenectady-drc,1707,2,17
11214,schenectady-drc,1707,3,4
11215,schenectady-drc,1707,4,36
11216,schenectady-drc,1707,5,28
11217,schenectady-drc,1707,6,51
11218,schenectady-drc,1707,7,30
11219,schenectady-drc,1707,8,20
11220,schenectady-drc,1707,9,39
11221,schenectady-drc,1707,10,7
11222,schenectady-drc,1707,11,28
11223,schenectady-drc,1707,12,17
11224,schenectady-drc,1708,0,15
11225,schenectady-drc,1708,1,50
11226,schenectady-drc,1708,2,17
11227,schenectady-drc,1708,3,4
11228,schenectady-drc,1708,4,36
11229,schenectady-drc,1708,5,28
11230,schenectady-drc,1708,6,51
11231,schenectady-drc,1708,7,30
11232,schenectady-drc,1708,8,22
11233,schenectady-drc,1708,9,41
11234,schenectady-drc,1708,10,7
11235,schenectady-drc,1708,11,31
11236,schenectady-drc,1708,12,17
11237,schenectady-drc,1709,0,15
11238,schenectady-drc,1709,1,50
11239,schenectady-drc,1709,2,17
11240,schenectady-drc,1709,3,4
11241,schenectady-drc,1709,4,36
11242,schenectady-drc,1709,5,28
11243,schenectady-drc,1709,6,51
11244,schenectady-drc,1709,7,30
11245,schenectady-drc,1709,8,22
11246,schenectady-drc,1709,9,41
11247,schenectady-drc,1709,10,7
11248,schenectady-drc,1709,11,31
11249,schenectady-drc,1709,12,17
11250,schenectady-drc,1710,0,15
11251,schenectady-drc,1710,1,52
11252,schenectady-drc,1710,2,17
11253,schenectady-drc,1710,3,4
11254,schenectady-drc,1710,4,37
11255,schenectady-drc,1710,5,30
11256,schenectady-drc,1710,6,51
11257,schenectady-drc,1710,7,30
11258,schenectady-drc,1710,8,24
11259,schenectady-drc,1710,9,42
11260,schenectady-drc,1710,10,10
11261,schenectady-drc,1710,11,31
11262,schenectady-drc,1710,12,17
11263,schenectady-drc,1711,0,18
11264,schenectady-drc,1711,1,52
11265,schenectady-drc,1711,2,18
11266,schenectady-drc,1711,3,4
11267,schenectady-drc,1711,4,39
11268,schenectady-drc,1711,5,31
11269,schenectady-drc,1711,6,53
11270,schenectady-drc,1711,7,33
11271,schenectady-drc,1711,8,24
11272,schenectady-drc,1711,9,47
11273,schenectady-drc,1711,10,10
11274,schenectady-drc,1711,11,31
11275,schenectady-drc,1711,12,19
11276,schenectady-drc,1712,0,19
11277,schenectady-drc,1712,1,55
11278,schenectady-drc,1712,2,21
11279,schenectady-drc,1712,3,8
11280,schenectady-drc,1712,4,44
11281,schenectady-drc,1712,5,35
11282,schenectady-drc,1712,6,54
11283,schenectady-drc,1712,7,34
11284,schenectady-drc,1712,8,25
11285,schenectady-drc,1712,9,47
11286,schenectady-drc,1712,10,12
11287,schenectady-drc,1712,11,32
11288,schenectady-drc,1712,12,20
11289,schenectady-drc,1713,0,27
11290,schenectady-drc,1713,1,55
11291,schenectady-drc,1713,2,23
11292,schenectady-drc,1713,3,8
11293,schenectady-drc,1713,4,47
11294,schenectady-drc,1713,5,35
11295,schenectady-drc,1713,6,55
11296,schenectady-drc,1713,7,34
11297,schenectady-drc,1713,8,25
11298,schenectady-drc,1713,9,49
11299,schenectady-drc,1713,10,13
11300,schenectady-drc,1713,11,32
11301,schenectady-drc,1713,12,26
11302,schenectady-drc,1714,0,27
11303,schenectady-drc,1714,1,60
11304,schenectady-drc,1714,2,25
11305,schenectady-drc,1714,3,8
11306,schenectady-drc,1714,4,49
11307,schenectady-drc,1714,5,37
11308,schenectady-drc,1714,6,58
11309,schenectady-drc,1714,7,36
11310,schenectady-drc,1714,8,25
11311,schenectady-drc,1714,9,49
11312,schenectady-drc,1714,10,15
11313,schenectady-drc,1714,11,34
11314,schenectady-drc,1714,12,28
11315,schenectady-drc,1715,0,32
11316,schenectady-drc,1715,1,59
11317,schenectady-drc,1715,2,26
11318,schenectady-drc,1715,3,9
11319,schenectady-drc,1715,4,52
11320,schenectady-drc,1715,5,37
11321,schenectady-drc,1715,6,58
11322,schenectady-drc,1715,7,37
11323,schenectady-drc,1715,8,26
11324,schenectady-drc,1715,9,51
11325,schenectady-drc,1715,10,19
11326,schenectady-drc,1715,11,38
11327,schenectady-drc,1715,12,29
11328,schenectady-drc,1716,0,33
11329,schenectady-drc,1716,1,65
11330,schenectady-drc,1716,2,30
11331,schenectady-drc,1716,3,16
11332,schenectady-drc,1716,4,54
11333,schenectady-drc,1716,5,39
11334,schenectady-drc,1716,6,62
11335,schenectady-drc,1716,7,39
11336,schenectady-drc,1716,8,26
11337,schenectady-drc,1716,9,53
11338,schenectady-drc,1716,10,19
11339,schenectady-drc,1716,11,38
11340,schenectady-drc,1716,12,34
11341,schenectady-drc,1717,0,37
11342,schenectady-drc,1717,1,65
11343,schenectady-drc,1717,2,33
11344,schenectady-drc,1717,3,19
11345,schenectady-drc,1717,4,55
11346,schenectady-drc,1717,5,39
11347,schenectady-drc,1717,6,62
11348,schenectady-drc,1717,7,41
11349,schenectady-drc,1717,8,28
11350,schenectady-drc,1717,9,54
11351,schenectady-drc,1717,10,26
11352,schenectady-drc,1717,11,37
11353,schenectady-drc,1717,12,35
11354,schenectady-drc,1718,0,43
11355,schenectady-drc,1718,1,64
11356,schenectady-drc,1718,2,35
11357,schenectady-drc,1718,3,26
11358,schenectady-drc,1718,4,60
11359,schenectady-drc,1718,5,41
11360,schenectady-drc,1718,6,65
11361,schenectady-drc,1718,7,42
11362,schenectady-drc,1718,8,27
11363,schenectady-drc,1718,9,54
11364,schenectady-drc,1718,10,27
11365,schenectady-drc,1718,11,38
11366,schenectady-drc,1718,12,35
11367,schenectady-drc,1719,0,49
11368,schenectady-drc,1719,1,64
11369,schenectady-drc,1719,2,37
11370,schenectady-drc,1719,3,30
11371,schenectady-drc,1719,4,59
11372,schenectady-drc,1719,5,41
11373,schenectady-drc,1719,6,64
11374,schenectady-drc,1719,7,43
11375,schenectady-drc,1719,8,27
11376,schenectady-drc,1719,9,52
11377,schenectady-drc,1719,10,31
11378,schenectady-drc,1719,11,39
11379,schenectady-drc,1719,12,36
11380,schenectady-drc,1720,0,53
11381,schenectady-drc,1720,1,65
11382,schenectady-drc,1720,2,42
11383,schenectady-drc,1720,3,33
11384,schenectady-drc,1720,4,62
11385,schenectady-drc,1720,5,49
11386,schenectady-drc,1720,6,65
11387,schenectady-drc,1720,7,48
11388,schenectady-drc,1720,8,29
11389,schenectady-drc,1720,9,52
11390,schenectady-drc,1720,10,32
11391,schenectady-drc,1720,11,41
11392,schenectady-drc,1720,12,39
11393,schenectady-drc,1721,0,60
11394,schenectady-drc,1721,1,62
11395,schenectady-drc,1721,2,43
11396,schenectady-drc,1721,3,35
11397,schenectady-drc,1721,4,63
11398,schenectady-drc,1721,5,49
11399,schenectady-drc,1721,6,64
11400,schenectady-drc,1721,7,49
11401,schenectady-drc,1721,8,28
11402,schenectady-drc,1721,9,51
11403,schenectady-drc,1721,10,33
11404,schenectady-drc,1721,11,43
11405,schenectady-drc,1721,12,39
11406,schenectady-drc,1722,0,67
11407,schenectady-drc,1722,1,61
11408,schenectady-drc,1722,2,43
11409,schenectady-drc,1722,3,38
11410,schenectady-drc,1722,4,65
11411,schenectady-drc,1722,5,52
11412,schenectady-drc,1722,6,64
11413,schenectady-drc,1722,7,48
11414,schenectady-drc,1722,8,29
11415,schenectady-drc,1722,9,48
11416,schenectady-drc,1722,10,36
11417,schenectady-drc,1722,11,43
11418,schenectady-drc,1722,12,41
11419,schenectady-drc,1723,0,67
11420,schenectady-drc,1723,1,61
11421,schenectady-drc,1723,2,50
11422,schenectady-drc,1723,3,41
11423,schenectady-drc,1723,4,68
11424,schenectady-drc,1723,5,58
11425,schenectady-drc,1723,6,63
11426,schenectady-drc,1723,7,49
11427,schenectady-drc,1723,8,29
11428,schenectady-drc,1723,9,45
11429,schenectady-drc,1723,10,36
11430,schenectady-drc,1723,11,43
11431,schenectady-drc,1723,12,43
11432,schoharie-lutheran,1731,0,25
11433,schoharie-lutheran,1731,1,8
11434,schoharie-lutheran,1731,2,0
11435,schoharie-lutheran,1731,3,0
11436,schoharie-lutheran,1731,4,9
11437,schoharie-lutheran,1731,5,0
11438,schoharie-lutheran,1731,6,8
11439,schoharie-lutheran,1731,7,3
11440,schoharie-lutheran,1731,8,0
11441,schoharie-lutheran,1731,9,4
11442,schoharie-lutheran,1731,10,4
11443,schoharie-lutheran,1731,11,3
11444,schoharie-lutheran,1731,12,0
11445,schoharie-lutheran,1731,13,0
11446,schoharie-lutheran,1732,0,30
11447,schoharie-lutheran,1732,1,9
11448,schoharie-lutheran,1732,2,0
11449,schoharie-lutheran,1732,3,0
11450,schoharie-lutheran,1732,4,9
11451,schoharie-lutheran,1732,5,0
11452,schoharie-lutheran,1732,6,8
11453,schoharie-lutheran,1732,7,8
11454,schoharie-lutheran,1732,8,3
11455,schoharie-lutheran,1732,9,4
11456,schoharie-lutheran,1732,10,9
11457,schoharie-lutheran,1732,11,3
11458,schoharie-lutheran,1732,12,1
11459,schoharie-lutheran,1732,13,0
11460,schoharie-lutheran,1733,0,39
11461,schoharie-lutheran,1733,1,13
11462,schoharie-lutheran,1733,2,0
11463,schoharie-lutheran,1733,3,0
11464,schoharie-lutheran,1733,4,9
11465,schoharie-lutheran,1733,5,0
11466,schoharie-lutheran,1733,6,9
11467,schoharie-lutheran,1733,7,8
11468,schoharie-lutheran,1733,8,3
11469,schoharie-lutheran,1733,9,4
11470,schoharie-lutheran,1733,10,9
11471,schoharie-lutheran,1733,11,3
11472,schoharie-lutheran,1733,12,1
11473,schoharie-lutheran,1733,13,0
11474,schoharie-lutheran,1734,0,44
11475,schoharie-lutheran,1734,1,17
11476,schoharie-lutheran,1734,2,0
11477,schoharie-lutheran,1734,3,0
11478,schoharie-lutheran,1734,4,9
11479,schoharie-lutheran,1734,5,0
11480,schoharie-lutheran,1734,6,11
11481,schoharie-lutheran,1734,7,8
11482,schoharie-lutheran,1734,8,3
11483,schoharie-lutheran,1734,9,4
11484,schoharie-lutheran,1734,10,9
11485,schoharie-lutheran,1734,11,3
11486,schoharie-lutheran,1734,12,1
11487,schoharie-lutheran,1734,13,0
11488,schoharie-lutheran,1735,0,45
11489,schoharie-lutheran,1735,1,19
11490,schoharie-lutheran,1735,2,0
11491,schoharie-lutheran,1735,3,4
11492,schoharie-lutheran,1735,4,9
11493,schoharie-lutheran,1735,5,0
11494,schoharie-lutheran,1735,6,11
11495,schoharie-lutheran,1735,7,8
11496,schoharie-lutheran,1735,8,3
11497,schoharie-lutheran,1735,9,4
11498,schoharie-lutheran,1735,10,14
11499,schoharie-lutheran,1735,11,3
11500,schoharie-lutheran,1735,12,1
11501,schoharie-lutheran,1735,13,0
11502,schoharie-lutheran,1736,0,47
11503,schoharie-lutheran,1736,1,22
11504,schoharie-lutheran,1736,2,0
11505,schoharie-lutheran,1736,3,8
11506,schoharie-lutheran,1736,4,10
11507,schoharie-lutheran,1736,5,1
11508,schoharie-lutheran,1736,6,15
11509,schoharie-lutheran,1736,7,10
11510,schoharie-lutheran,1736,8,6
11511,schoharie-lutheran,1736,9,8
11512,schoharie-lutheran,1736,10,14
11513,schoharie-lutheran,1736,11,3
11514,schoharie-lutheran,1736,12,5
11515,schoharie-lutheran,1736,13,0
11516,schoharie-lutheran,1737,0,51
11517,schoharie-lutheran,1737,1,22
11518,schoharie-lutheran,1737,2,0
11519,schoharie-lutheran,1737,3,10
11520,schoharie-lutheran,1737,4,14
11521,schoharie-lutheran,1737,5,1
11522,schoharie-lutheran,1737,6,15
11523,schoharie-lutheran,1737,7,10
11524,schoharie-lutheran,1737,8,6
11525,schoharie-lutheran,1737,9,8
11526,schoharie-lutheran,1737,10,14
11527,schoharie-lutheran,1737,11,3
11528,schoharie-lutheran,1737,12,6
11529,schoharie-lutheran,1737,13,0
11530,schoharie-lutheran,1738,0,59
11531,schoharie-lutheran,1738,1,26
11532,schoharie-lutheran,1738,2,0
11533,schoharie-lutheran,1738,3,18
11534,schoharie-lutheran,1738,4,20
11535,schoharie-lutheran,1738,5,4
11536,schoharie-lutheran,1738,6,16
11537,schoharie-lutheran,1738,7,10
11538,schoharie-lutheran,1738,8,12
11539,schoharie-lutheran,1738,9,14
11540,schoharie-lutheran,1738,10,17
11541,schoharie-lutheran,1738,11,3
11542,schoharie-lutheran,1738,12,11
11543,schoharie-lutheran,1738,13,3
11544,schoharie-lutheran,1739,0,63
11545,schoharie-lutheran,1739,1,26
11546,schoharie-lutheran,1739,2,0
11547,schoharie-lutheran,1739,3,20
11548,schoharie-lutheran,1739,4,26
11549,schoharie-lutheran,1739,5,6
11550,schoharie-lutheran,1739,6,18
11551,schoharie-lutheran,1739,7,10
11552,schoharie-lutheran,1739,8,12
11553,schoharie-lutheran,1739,9,17
11554,schoharie-lutheran,1739,10,20
11555,schoharie-lutheran,1739,11,11
11556,schoharie-lutheran,1739,12,13
11557,schoharie-lutheran,1739,13,4
11558,schoharie-lutheran,1740,0,68
11559,schoharie-lutheran,1740,1,30
11560,schoharie-lutheran,1740,2,0
11561,schoharie-lutheran,1740,3,27
11562,schoharie-lutheran,1740,4,30
11563,schoharie-lutheran,1740,5,16
11564,schoharie-lutheran,1740,6,22
11565,schoharie-lutheran,1740,7,10
11566,schoharie-lutheran,1740,8,19
11567,schoharie-lutheran,1740,9,17
11568,schoharie-lutheran,1740,10,26
11569,schoharie-lutheran,1740,11,18
11570,schoharie-lutheran,1740,12,18
11571,schoharie-lutheran,1740,13,6
11572,schoharie-lutheran,1741,0,68
11573,schoharie-lutheran,1741,1,31
11574,schoharie-lutheran,1741,2,0
11575,schoharie-lutheran,1741,3,30
11576,schoharie-lutheran,1741,4,31
11577,schoharie-lutheran,1741,5,19
11578,schoharie-lutheran,1741,6,25
11579,schoharie-lutheran,1741,7,10
11580,schoharie-lutheran,1741,8,19
11581,schoharie-lutheran,1741,9,17
11582,schoharie-lutheran,1741,10,26
11583,schoharie-lutheran,1741,11,19
11584,schoharie-lutheran,1741,12,21
11585,schoharie-lutheran,1741,13,6
11586,schoharie-lutheran,1742,0,72
11587,schoharie-lutheran,1742,1,36
11588,schoharie-lutheran,1742,2,0
11589,schoharie-lutheran,1742,3,30
11590,schoharie-lutheran,1742,4,33
11591,schoharie-lutheran,1742,5,27
11592,schoharie-lutheran,1742,6,31
11593,schoharie-lutheran,1742,7,10
11594,schoharie-lutheran,1742,8,22
11595,schoharie-lutheran,1742,9,21
11596,schoharie-lutheran,1742,10,26
11597,schoharie-lutheran,1742,11,19
11598,schoharie-lutheran,1742,12,29
11599,schoharie-lutheran,1742,13,9
11600,schoharie-lutheran,1743,0,72
11601,schoharie-lutheran,1743,1,36
11602,schoharie-lutheran,1743,2,4
11603,schoharie-lutheran,1743,3,30
11604,schoharie-lutheran,1743,4,33
11605,schoharie-lutheran,1743,5,27
11606,schoharie-lutheran,1743,6,31
11607,schoharie-lutheran,1743,7,14
11608,schoharie-lutheran,1743,8,22
11609,schoharie-lutheran,1743,9,24
11610,schoharie-lutheran,1743,10,29
11611,schoharie-lutheran,1743,11,19
11612,schoharie-lutheran,1743,12,30
11613,schoharie-lutheran,1743,13,9
11614,schoharie-lutheran,1744,0,72
11615,schoharie-lutheran,1744,1,36
11616,schoharie-lutheran,1744,2,4
11617,schoharie-lutheran,1744,3,31
11618,schoharie-lutheran,1744,4,33
11619,schoharie-lutheran,1744,5,30
11620,schoharie-lutheran,1744,6,31
